congress,chamber,party_code,party_name,n_members,nominate_dim1_median,nominate_dim2_median,nominate_dim1_mean,nominate_dim2_mean
74,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
74,Senate,537,Farmer-Labor,2,0.11499999999999999,0.989,0.11499999999999999,0.989
75,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
75,House,100,Democrat,343,-0.239,0.1355,-0.25597058823529406,0.16920000000000007
75,House,200,Republican,94,0.318,-0.16,0.3135376344086023,-0.17730107526881714
75,House,370,Progressive,8,-0.14150000000000001,-0.5085,-0.15075,-0.42125
75,House,537,Farmer-Labor,5,-0.28,-0.936,-0.2782,-0.7458
75,Senate,100,Democrat,84,-0.2275,0.24,-0.2276463414634147,0.24250000000000002
75,Senate,200,Republican,19,0.255,-0.018,0.2668823529411764,0.04182352941176473
75,Senate,328,Independent,1,0.134,0.991,0.134,0.991
75,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
75,Senate,537,Farmer-Labor,2,0.2135,0.977,0.2135,0.977
76,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
76,House,100,Democrat,276,-0.232,0.358,-0.24912454212454216,0.2743809523809525
76,House,200,Republican,178,0.3025,-0.2435,0.3081629213483146,-0.2498932584269663
76,House,370,Progressive,2,-0.101,-0.5375000000000001,-0.101,-0.5375000000000001
76,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
76,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
76,Senate,100,Democrat,73,-0.224,0.243,-0.2204931506849316,0.26094520547945205
76,Senate,200,Republican,27,0.246,-0.172,0.25392592592592583,-0.10059259259259258
76,Senate,328,Independent,1,0.134,0.991,0.134,0.991
76,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
76,Senate,537,Farmer-Labor,2,0.2135,0.977,0.2135,0.977
77,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
77,House,100,Democrat,278,-0.2375,0.2735,-0.25759782608695647,0.26238768115942035
77,House,200,Republican,170,0.316,-0.2095,0.3129107142857142,-0.2400416666666667
77,House,329,Ind. Democrat,1,-0.302,0.6,-0.302,0.6
77,House,370,Progressive,3,-0.119,-0.744,-0.107,-0.6063333333333334
77,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
77,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
77,Senate,100,Democrat,76,-0.221,0.312,-0.21764383561643838,0.30730136986301365
77,Senate,200,Republican,31,0.254,-0.098,0.2541666666666666,-0.09436666666666667
77,Senate,328,Independent,1,0.134,0.991,0.134,0.991
77,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
78,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
78,House,100,Democrat,229,-0.2295,0.509,-0.24857456140350867,0.3619385964912283
78,House,200,Republican,218,0.3025,-0.267,0.30172018348623836,-0.2812614678899083
78,House,370,Progressive,2,-0.0785,-0.5085,-0.0785,-0.5085
78,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
78,House,537,Farmer-Labor,1,0.099,-0.031,0.099,-0.031
78,Senate,100,Democrat,61,-0.191,0.314,-0.19513333333333335,0.27979999999999994
78,Senate,200,Republican,42,0.277,-0.041,0.29173809523809524,-0.09192857142857144
78,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
79,President,100,Democrat,2,-0.371,0.1295,-0.371,0.1295
79,House,100,Democrat,250,-0.2575,0.404,-0.26460399999999995,0.3379000000000002
79,House,200,Republican,195,0.297,-0.243,0.3034564102564103,-0.24404615384615388
79,House,370,Progressive,1,-0.038,-0.273,-0.038,-0.273
79,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
79,Senate,100,Democrat,66,-0.209,0.334,-0.21900000000000006,0.3218153846153846
79,Senate,200,Republican,42,0.271,-0.1365,0.274952380952381,-0.15100000000000002
79,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
80,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
80,House,100,Democrat,194,-0.2195,0.6275,-0.23732474226804137,0.4874587628865981
80,House,200,Republican,253,0.278,-0.3,0.28534387351778656,-0.3126600790513834
80,House,522,American Labor,2,-0.7075,-0.464,-0.7075,-0.464
80,Senate,100,Democrat,47,-0.195,0.564,-0.191531914893617,0.46629787234042547
80,Senate,200,Republican,51,0.287,-0.172,0.2927843137254903,-0.20268627450980395
81,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
81,House,100,Democrat,267,-0.303,0.344,-0.27556928838951317,0.3578764044943821
81,House,200,Republican,176,0.2715,-0.2365,0.2770056818181818,-0.25428409090909093
81,House,402,Liberal,1,-0.619,-0.188,-0.619,-0.188
81,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
81,Senate,100,Democrat,62,-0.221,0.357,-0.23939344262295084,0.36259016393442617
81,Senate,200,Republican,47,0.248,-0.247,0.2665319148936171,-0.2891702127659575
82,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
82,House,100,Democrat,240,-0.2855,0.4305,-0.26233333333333336,0.421
82,House,200,Republican,207,0.271,-0.219,0.2800193236714977,-0.255183574879227
82,House,328,Independent,1,-0.151,-0.025,-0.151,-0.025
82,Senate,100,Democrat,51,-0.206,0.477,-0.2003333333333334,0.4152156862745097
82,Senate,200,Republican,48,0.273,-0.325,0.276,-0.29039583333333335
83,President,200,Republican,1,0.281,-0.864,0.281,-0.864
83,House,100,Democrat,218,-0.271,0.5655,-0.2533440366972476,0.4754816513761466
83,House,200,Republican,222,0.2745,-0.2285,0.2776576576576577,-0.24605405405405398
83,House,328,Independent,1,-0.151,-0.025,-0.151,-0.025
83,Senate,100,Democrat,54,-0.204,0.528,-0.19179245283018873,0.47145283018867923
83,Senate,200,Republican,56,0.273,-0.389,0.2867962962962964,-0.3575925925925926
83,Senate,328,Independent,1,-0.851,0.525,-0.851,0.525
84,President,200,Republican,1,0.281,-0.864,0.281,-0.864
84,House,100,Democrat,235,-0.305,0.407,-0.2790978723404255,0.43966382978723384
84,House,200,Republican,203,0.268,-0.214,0.27725123152709374,-0.21974384236453193
84,Senate,100,Democrat,51,-0.242,0.428,-0.23023529411764712,0.4258627450980391
84,Senate,200,Republican,47,0.28,-0.334,0.2804893617021277,-0.3255957446808511
84,Senate,328,Independent,1,-0.851,0.525,-0.851,0.525
85,President,200,Republican,1,0.281,-0.864,0.281,-0.864
85,House,100,Democrat,240,-0.306,0.4435,-0.2827791666666667,0.46232916666666635
85,House,200,Republican,204,0.2645,-0.2365,0.26822058823529427,-0.24694117647058822
85,Senate,100,Democrat,53,-0.242,0.525,-0.23396226415094343,0.4559433962264149
85,Senate,200,Republican,48,0.28,-0.35750000000000004,0.26785416666666667,-0.3371458333333333
86,President,200,Republican,1,0.281,-0.864,0.281,-0.864
86,House,100,Democrat,286,-0.313,0.349,-0.2957097902097901,0.41460489510489495
86,House,200,Republican,157,0.255,-0.232,0.2667179487179488,-0.22836538461538447
86,House,329,Ind. Democrat,1,0.011,1.0,0.011,1.0
86,Senate,100,Democrat,67,-0.265,0.387,-0.27244776119402986,0.36885074626865666
86,Senate,200,Republican,36,0.257,-0.389,0.2559444444444445,-0.3635277777777779
87,President,100,Democrat,1,-0.472,-0.487,-0.472,-0.487
87,House,100,Democrat,273,-0.304,0.352,-0.2772857142857143,0.420307692307692
87,House,200,Republican,177,0.2445,-0.1915,0.2623693181818182,-0.22107954545454536
87,Senate,100,Democrat,65,-0.296,0.391,-0.2778923076923077,0.38735384615384605
87,Senate,200,Republican,40,0.2775,-0.4,0.26895,-0.3872000000000001
88,President,100,Democrat,2,-0.40449999999999997,-0.261,-0.40449999999999997,-0.261
88,House,100,Democrat,262,-0.3275,0.324,-0.29204580152671755,0.3838778625954199
88,House,200,Republican,181,0.25,-0.187,0.2560165745856354,-0.21572928176795567
88,Senate,100,Democrat,69,-0.311,0.31,-0.2911739130434783,0.34088405797101434
88,Senate,200,Republican,33,0.232,-0.434,0.2784242424242424,-0.42957575757575767
89,President,100,Democrat,1,-0.337,-0.035,-0.337,-0.035
89,House,100,Democrat,301,-0.327,0.229,-0.3007641196013288,0.3066976744186047
89,House,200,Republican,143,0.243,-0.192,0.24582517482517477,-0.20940559440559436
89,Senate,100,Democrat,70,-0.316,0.31,-0.29727142857142863,0.3352571428571427
89,Senate,200,Republican,33,0.308,-0.418,0.27957575757575753,-0.38824242424242433
90,President,100,Democrat,1,-0.337,-0.035,-0.337,-0.035
90,House,100,Democrat,250,-0.3425,0.2365,-0.29551999999999995,0.3177279999999999
90,House,200,Republican,189,0.241,-0.157,0.24302645502645495,-0.1925925925925926
90,Senate,100,Democrat,64,-0.312,0.31,-0.29890625000000004,0.3414374999999997
90,Senate,200,Republican,37,0.275,-0.434,0.25300000000000006,-0.42678378378378384
91,President,200,Republican,1,0.552,-0.834,0.552,-0.834
91,House,100,Democrat,250,-0.3445,0.2275,-0.3097680000000001,0.289128
91,House,200,Republican,199,0.244,-0.13,0.25462311557788936,-0.17728140703517575
91,Senate,100,Democrat,58,-0.319,0.2545,-0.289051724137931,0.34599999999999986
91,Senate,200,Republican,44,0.273,-0.4435,0.2508409090909091,-0.4462045454545454
92,President,200,Republican,1,0.552,-0.834,0.552,-0.834
92,House,100,Democrat,259,-0.344,0.256,-0.3105482625482627,0.2947104247104247
92,House,200,Republican,185,0.246,-0.144,0.25439999999999996,-0.17674594594594595
92,Senate,100,Democrat,56,-0.31,0.27149999999999996,-0.28675,0.3557857142857141
92,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
92,Senate,200,Republican,45,0.271,-0.445,0.2332222222222222,-0.4587555555555556
92,Senate,328,Independent,1,0.092,0.968,0.092,0.968
93,President,200,Republican,2,0.529,-0.79,0.529,-0.79
93,House,100,Democrat,246,-0.3505,0.217,-0.32346747967479694,0.23640650406504066
93,House,200,Republican,195,0.25,-0.118,0.26094358974358967,-0.14995897435897435
93,House,329,Ind. Democrat,1,-0.418,-0.054,-0.418,-0.054
93,Senate,100,Democrat,57,-0.319,0.254,-0.325842105263158,0.29577192982456135
93,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
93,Senate,200,Republican,43,0.278,-0.434,0.2648372093023256,-0.38372093023255804
93,Senate,328,Independent,1,0.092,0.968,0.092,0.968
94,President,200,Republican,1,0.506,-0.746,0.506,-0.746
94,House,100,Democrat,294,-0.3385,0.11649999999999999,-0.31528911564625856,0.14188095238095233
94,House,200,Republican,147,0.25,-0.118,0.2649387755102041,-0.17512244897959178
94,Senate,100,Democrat,61,-0.319,0.223,-0.32454098360655736,0.2748688524590164
94,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
94,Senate,200,Republican,38,0.28049999999999997,-0.4175,0.27084210526315794,-0.37828947368421045
94,Senate,328,Independent,1,0.092,0.968,0.092,0.968
95,President,100,Democrat,1,-0.504,0.119,-0.504,0.119
95,House,100,Democrat,294,-0.3235,0.111,-0.3058979591836733,0.11872789115646258
95,House,200,Republican,147,0.262,-0.132,0.26707482993197285,-0.17862585034013598
95,Senate,100,Democrat,65,-0.329,0.31,-0.3196461538461539,0.29378461538461526
95,Senate,200,Republican,38,0.2935,-0.4605,0.2690263157894737,-0.40557894736842104
95,Senate,328,Independent,1,0.092,0.968,0.092,0.968
96,President,100,Democrat,1,-0.504,0.119,-0.504,0.119
96,House,100,Democrat,281,-0.321,0.094,-0.30131672597864756,0.10969395017793594
96,House,200,Republican,161,0.281,-0.154,0.29471428571428565,-0.17859627329192543
96,Senate,100,Democrat,59,-0.319,0.209,-0.3128644067796611,0.26228813559322034
96,Senate,200,Republican,41,0.275,-0.445,0.2766341463414633,-0.39497560975609763
96,Senate,328,Independent,1,0.092,0.968,0.092,0.968
97,President,200,Republican,1,0.692,-0.713,0.692,-0.713
97,House,100,Democrat,247,-0.32,0.07,-0.30039676113360303,0.09217408906882588
97,House,200,Republican,196,0.307,-0.1675,0.3064642857142857,-0.19877551020408168
97,House,328,Independent,1,-0.506,-0.057,-0.506,-0.057
97,Senate,100,Democrat,46,-0.314,0.311,-0.29930434782608695,0.2607608695652173
97,Senate,200,Republican,54,0.294,-0.313,0.31031481481481477,-0.3174074074074074
97,Senate,328,Independent,1,0.092,0.968,0.092,0.968
98,President,200,Republican,1,0.692,-0.713,0.692,-0.713
98,House,100,Democrat,272,-0.317,0.049,-0.30179044117647047,0.07078676470588234
98,House,200,Republican,168,0.328,-0.18,0.3256047904191617,-0.20673652694610778
98,Senate,100,Democrat,46,-0.314,0.2595,-0.30132608695652174,0.24667391304347822
98,Senate,200,Republican,55,0.283,-0.279,0.30714545454545444,-0.30354545454545456
99,President,200,Republican,1,0.692,-0.713,0.692,-0.713
99,House,100,Democrat,257,-0.32,0.058,-0.3095330739299608,0.08185992217898833
99,House,200,Republican,182,0.344,-0.20650000000000002,0.33371978021978027,-0.21239560439560434
99,Senate,100,Democrat,47,-0.322,0.155,-0.30559574468085116,0.21527659574468086
99,Senate,200,Republican,54,0.281,-0.267,0.31398148148148136,-0.28455555555555556
100,President,200,Republican,1,0.692,-0.713,0.692,-0.713
100,House,100,Democrat,262,-0.32,0.049,-0.3093358778625952,0.08473664122137407
100,House,200,Republican,179,0.346,-0.221,0.3353296089385476,-0.2330726256983241
100,Senate,100,Democrat,55,-0.313,0.137,-0.2943636363636364,0.2002545454545454
100,Senate,200,Republican,46,0.3025,-0.30800000000000005,0.3138478260869564,-0.33408695652173914
101,President,200,Republican,1,0.557,-0.547,0.557,-0.547
101,House,100,Democrat,265,-0.32,0.012,-0.3130603773584904,0.08089811320754721
101,House,200,Republican,180,0.344,-0.225,0.3396333333333334,-0.24802777777777785
101,Senate,100,Democrat,56,-0.306,0.031,-0.2934285714285715,0.12326785714285715
101,Senate,200,Republican,46,0.316,-0.30000000000000004,0.32280434782608686,-0.30143478260869566
102,President,200,Republican,1,0.557,-0.547,0.557,-0.547
102,House,100,Democrat,270,-0.3195,0.0115,-0.31424074074074054,0.08030370370370372
102,House,200,Republican,170,0.3495,-0.2115,0.3447235294117647,-0.22915294117647053
102,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
102,Senate,100,Democrat,58,-0.311,0.01,-0.2991724137931035,0.1060172413793103
102,Senate,200,Republican,44,0.307,-0.3015,0.3195909090909089,-0.30622727272727274
103,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
103,House,100,Democrat,266,-0.336,-0.002,-0.33331417624521076,0.06973946360153255
103,House,200,Republican,180,0.377,-0.1435,0.3710111111111112,-0.1819333333333333
103,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
103,Senate,100,Democrat,57,-0.309,-0.012,-0.29619298245614034,0.07424561403508773
103,Senate,200,Republican,45,0.346,-0.275,0.3374888888888888,-0.2675111111111111
104,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
104,House,100,Democrat,208,-0.3805,-0.004,-0.36142788461538433,0.061384615384615385
104,House,200,Republican,236,0.385,-0.0905,0.39680932203389857,-0.11802542372881351
104,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
104,Senate,100,Democrat,48,-0.3085,-0.0485,-0.30152083333333335,0.0085
104,Senate,200,Republican,55,0.356,-0.234,0.35094545454545456,-0.2319090909090909
105,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
105,House,100,Democrat,212,-0.3835,-0.0305,-0.3755990566037734,0.03610377358490566
105,House,200,Republican,231,0.388,-0.053,0.40169696969696994,-0.07384848484848487
105,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
105,Senate,100,Democrat,45,-0.308,-0.067,-0.31048888888888887,-0.049555555555555575
105,Senate,200,Republican,55,0.381,-0.181,0.37343636363636373,-0.17785454545454543
106,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
106,House,100,Democrat,213,-0.384,-0.026,-0.37287793427230026,0.0442910798122066
106,House,200,Republican,225,0.388,-0.026,0.40421777777777795,-0.0569466666666667
106,House,328,Independent,2,0.025499999999999967,0.07,0.025499999999999967,0.07
106,Senate,100,Democrat,46,-0.302,-0.0855,-0.2948478260869565,-0.06289130434782611
106,Senate,200,Republican,56,0.3735,-0.188,0.3635000000000001,-0.21901785714285713
107,President,200,Republican,1,0.693,-0.539,0.693,-0.539
107,House,100,Democrat,214,-0.3845,-0.0325,-0.3768224299065418,0.03988317757009345
107,House,200,Republican,228,0.402,0.0085,0.4098333333333335,-0.028548245614035107
107,House,328,Independent,2,0.025499999999999967,0.07,0.025499999999999967,0.07
107,Senate,100,Democrat,50,-0.3065,-0.079,-0.29473999999999995,-0.04156000000000001
107,Senate,200,Republican,50,0.3815,-0.1295,0.3684000000000001,-0.19556
107,Senate,328,Independent,2,-0.277,-0.603,-0.277,-0.603
108,President,200,Republican,1,0.693,-0.539,0.693,-0.539
108,House,100,Democrat,208,-0.3825,-0.036000000000000004,-0.3762019230769228,0.04779807692307691
108,House,200,Republican,231,0.402,0.021,0.41683982683982707,-0.009770562770562777
108,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
108,Senate,100,Democrat,48,-0.3085,-0.079,-0.29195833333333326,-0.04093750000000001
108,Senate,200,Republican,51,0.364,-0.128,0.35780392156862756,-0.18837254901960784
108,Senate,328,Independent,1,-0.277,-0.603,-0.277,-0.603
109,President,200,Republican,1,0.693,-0.539,0.693,-0.539
109,House,100,Democrat,203,-0.391,-0.04,-0.38713300492610825,0.03109852216748767
109,House,200,Republican,236,0.411,0.022,0.42291914893617044,-0.001689361702127655
109,House,328,Independent,1,-0.532,-0.401,-0.532,-0.401
109,Senate,100,Democrat,45,-0.326,-0.128,-0.30782222222222216,-0.09868888888888891
109,Senate,200,Republican,55,0.382,-0.121,0.37798181818181836,-0.16505454545454545
109,Senate,328,Independent,1,-0.277,-0.603,-0.277,-0.603
110,President,200,Republican,1,0.693,-0.539,0.693,-0.539
110,House,100,Democrat,246,-0.3795,-0.0075,-0.3679256198347108,0.04472727272727273
110,House,200,Republican,207,0.4255,0.0605,0.4397475728155341,0.028184466019417494
110,Senate,100,Democrat,50,-0.314,-0.1185,-0.29555999999999993,-0.08481999999999999
110,Senate,200,Republican,51,0.395,-0.11,0.3915882352941178,-0.14162745098039217
110,Senate,328,Independent,1,-0.532,-0.401,-0.532,-0.401
111,President,100,Democrat,1,-0.358,-0.197,-0.358,-0.197
111,House,100,Democrat,269,-0.35,-0.007,-0.3481102661596958,0.03911787072243346
111,House,200,Republican,183,0.442,0.061,0.4565027322404374,0.03077049180327869
111,House,328,Independent,2,,,,
111,Senate,100,Democrat,66,-0.3165,-0.095,-0.3089848484848485,-0.07178787878787878
111,Senate,200,Republican,44,0.3985,-0.0645,0.3973636363636364,-0.11670454545454549
111,Senate,328,Independent,1,-0.532,-0.401,-0.532,-0.401
112,President,100,Democrat,1,-0.358,-0.197,-0.358,-0.197
112,House,100,Democrat,200,-0.3985,-0.0745,-0.3931150000000002,-0.03267500000000001
112,House,200,Republican,245,0.467,0.047,0.4682408163265307,0.03473877551020407
112,Senate,100,Democrat,53,-0.319,-0.116,-0.3008679245283019,-0.0710943396226415
112,Senate,200,Republican,48,0.4145,-0.0645,0.44268750000000007,-0.08562500000000002
112,Senate,328,Independent,1,-0.532,-0.401,-0.532,-0.401
113,President,100,Democrat,1,-0.358,-0.197,-0.358,-0.197
113,House,100,Democrat,204,-0.394,-0.0785,-0.3843333333333336,-0.07079411764705881
113,House,200,Republican,240,0.4905,0.086,0.48324583333333343,0.04447916666666666
113,Senate,100,Democrat,57,-0.33,-0.121,-0.32729824561403514,-0.07894736842105268
113,Senate,200,Republican,46,0.419,-0.008,0.4695434782608697,-0.04300000000000001
113,Senate,328,Independent,2,-0.34550000000000003,-0.3085,-0.34550000000000003,-0.3085
114,President,100,Democrat,1,-0.358,-0.197,-0.358,-0.197
114,House,100,Democrat,190,-0.4,-0.0785,-0.39505263157894766,-0.07781578947368421
114,House,200,Republican,251,0.49,0.081,0.4812151394422311,0.04295617529880475
114,Senate,100,Democrat,44,-0.3365,-0.1545,-0.334659090909091,-0.12715909090909092
114,Senate,200,Republican,54,0.4445,-0.045,0.47837037037037045,-0.05492592592592593
114,Senate,328,Independent,2,-0.34550000000000003,-0.3085,-0.34550000000000003,-0.3085
115,President,200,Republican,1,0.403,0.162,0.403,0.162
115,House,100,Democrat,200,-0.3955,-0.07,-0.39087500000000025,-0.055445
115,House,200,Republican,250,0.5005,0.077,0.49033999999999994,0.039883999999999975
115,Senate,100,Democrat,48,-0.339,-0.131,-0.3363750000000001,-0.10543750000000002
115,Senate,200,Republican,55,0.462,-0.011,0.4896181818181819,-0.03054545454545455
115,Senate,328,Independent,2,-0.34550000000000003,-0.3085,-0.34550000000000003,-0.3085
116,President,200,Republican,1,0.403,0.162,0.403,0.162
116,House,100,Democrat,241,-0.377,-0.008,-0.3705593220338986,0.005949152542372884
116,House,200,Republican,208,0.513,0.1015,0.5027524271844659,0.05980582524271841
116,House,328,Independent,2,0.359,-0.933,0.359,-0.933
116,Senate,100,Democrat,46,-0.339,-0.131,-0.34228260869565225,-0.11491304347826092
116,Senate,200,Republican,54,0.463,0.011,0.4984074074074074,0.0252962962962963
116,Senate,328,Independent,2,-0.34550000000000003,-0.3085,-0.34550000000000003,-0.3085
117,President,100,Democrat,1,-0.32,0.283,-0.32,0.283
117,President,200,Republican,1,0.403,0.162,0.403,0.162
117,House,100,Democrat,225,-0.381,-0.031,-0.3801022222222224,-0.030057777777777798
117,House,200,Republican,215,0.51,0.121,0.5056186046511628,0.07868837209302325
117,Senate,100,Democrat,49,-0.348,-0.123,-0.348530612244898,-0.10353061224489798
117,Senate,200,Republican,51,0.5,0.028,0.5246470588235294,0.015490196078431377
117,Senate,328,Independent,2,-0.34550000000000003,-0.3085,-0.34550000000000003,-0.3085
